codigo_unico,descripcion,nombre,categoria,marca,precio_compra,precio_venta,stock_actual
M01971,SN,PASTILLA DE FRENO SHINERAY XY125 - MOTTOX,REPUESTOS,VARROC,2.13,3,1
06.121.0039,SN,PASTILLA DE FRENO SINTERIZADA (M181HH)DORADA PULSAR200NS - MOXAL,REPUESTOS,MOXAL,11.97,16.76,1
06.121.0040,SN,PASTILLA DE FRENO SINTERIZADA DORADA - PULSAR 200NS - MOXAL,REPUESTOS,MOXAL,13,16.5,2
06.121.0057,SN,PASTILLA DE FRENO SINTERIZADA DORADA DUKE200;390DUKE(19-20)-MOXAL,REPUESTOS,MOXAL,14.28,20,2
070550025-KA071,SN,PASTILLA DE FRENO SKR200/CBX125/DY110 - DK PARTS,REPUESTOS,DK PARTS,2.64,3.7,0
6119.,SN,PASTILLA DE FRENO SUZUKI GIXXER DELANTERAS - EXTREME,REPUESTOS,EXTREME,2.13,3,3
070550028-K033,SN,PASTILLA DE FRENO SUZUKI GSR750 - DK PARTS,REPUESTOS,DK PARTS,2.67,3.75,11
8264,SN,PASTILLA DE FRENO XY200-5 - DK PARTS,REPUESTOS,DK PARTS,2.85,4,2
8259,SN,PASTILLA DELANTERA GALARDY - ECOMOTOS ITAKA,REPUESTOS,ECOMOTOS,2.87,4.05,4
7701500130732,SN,PASTILLA POSTERIOR BENELLI 251 / CHIEF II - OSAKA ECOMOTOS,REPUESTOS,ECOMOTOS,6.88,9.65,0
100650,SN,PASTILLAS DE FRENO DEL (SIN GANCHO) CABALLITO;SKR;FACTORY250;VIPER150;(MOTO CHINA)-RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,2.67,3.75,2
DE151037,SN,PASTILLAS DE FRENO DELANTERO D125-150;P180U(ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,5.85,8.2,1
102048,SN,PASTILLAS DE FRENO POST CHIEF II;F370;TNT25(16-20);TRK-251(18-23);LEONCINO125-RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,3.07,4.3,2
100651,SN,PASTILLAS DE FRENO POST DY250;TEKKEN250;AXXO TRACKER;CB190;SCRAMBLER;CBF150INVICTA-RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,2.17,3.05,1
DK151085,SN,PASTILLAS DE FRENO POSTERIOR PULSAR220SYF;P200NS (ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,9.6,13.45,0
M03391,SN,PASTILLAS DE FRENO POSTERIOR SHINERAY CHIEF II/FACTORY FR370/BENELI TNT25/TNT300/TRK502-MOTTOX,REPUESTOS,MOTTOX,2.25,3.15,0
SUN-036,SN,PASTILLAS DE FRENO SKR ROJAS - REDIS-IMPORTACIONES CAYAMBE,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,1.78,2.5,0
M01637,SN,PASTLLA DE FRENO SHINERAY CHIEF XY250-5A - MOTTOX,REPUESTOS,VARROC,2.49,3.5,4
06.204.0006,SN,PATA DE APOYO 250MM NEGRO(INC.PERNO-RESORTE-TUERCA)GN125(2012) - MOXAL,REPUESTOS,MOXAL,4.03,5.65,2
06.204.0015,SN,PATA DE APOYO 295MM FREEDOM(2020) - MOXAL,REPUESTOS,MOXAL,7.82,10.95,0
06.204.0017.,SN,PATA DE APOYO 368MM NEGRO DY250SCORPION (20-22) - MOXAL,REPUESTOS,MOXAL,7.28,10.2,0
06.204.0002,SN,PATA DE APOYO 400MM ENDURO200 (2007) ;MOT.M1R200R(2012)- MOXAL,REPUESTOS,MOXAL,6.17,8.65,1
06.204.0014,SN,PATA DE APOYO 417MM NEGRA XY200GY6E(2020) - MOXAL,REPUESTOS,MOXAL,0,7.25,0
M00976,SN,PATA DE APOYO LATERAL 37 5CM INCLUYE PERNO TUERCA RESORTE SHINERAY XY200GY CROSS - MOTTOX,REPUESTOS,MOTTOX,6.14,8.6,2
M03339,SN,PATA DE APOYO LATERAL DAYTONA DY200 WING EVO II - MOTTOX,REPUESTOS,MOTTOX,3.68,5.15,1
PATA002,SN,PATA DE APOYO LATERAL LONCIN CR5 PRO/TUKO CR5-GT - MOTTOX,REPUESTOS,MOTTOX,5.93,8.3,2
M03627,SN,PATA DE APOYO LATERAL SHINERAY CHIEF II / FACTORY FR300- MOTTOX,REPUESTOS,MOTTOX,8.93,12.51,3
311880290-0002,SN,PATA DE APOYO RALLY300 (ORIGINAL) - LONCIN,REPUESTOS,PROINTER S.A LONCIN,13.21,18.5,0
8670,SN,PATA DE APOYO XY150 - DK PARTS,REPUESTOS,DK PARTS,4.81,6.75,1
PES00002,SN,PEDAL DE APOYO PULSAR 135 - VARROC- IDIRSA,REPUESTOS,IDIRSA,4.85,6.8,1
PEDA013,SN,PEDAL DE ARRANQUE NEGRO SHINERAY THOR 200 - MOTTOX,REPUESTOS,MOTTOX,8.93,12.51,2
06.124.0038,SN,PEDAL DE CAMBIOS 250 GY50(2021);IGM200VEGY4(17-24);MOT.TRAIL150;DY250SCOPIO(20-22)-MOXAL,REPUESTOS,MOXAL,3.57,5.75,1
06.124.0022,SN,PEDAL DE CAMBIOS BAJAJ PULSAR160NS(18-19) - MOXAL,REPUESTOS,MOXAL,5.61,7.85,2
DT561201,SN,PEDAL DE CAMBIOS COMPLETA PULSAR 200NS - DAVID Y EMILY,REPUESTOS,DAVID Y EMILY,16.96,23.75,1
JL561400,SN,PEDAL DE CAMBIOS COMPLETO PULSAR 200NS/AS (ORIGINAL)-INDIAN MOTOS,REPUESTOS,INDIAN MOTOS INMOT S.A BAJAJ,12.21,17.1,0
06.124.0029,SN,PEDAL DE CAMBIOS DY200WOLF(2018) - MOXAL,REPUESTOS,MOXAL,6.06,8.48,1
06.124.0014,SN,PEDAL DE CAMBIOS GNS150(2017)-MOXAL,REPUESTOS,MOXAL,2.32,3.25,0
M01230,SN,PEDAL DE CAMBIOS HONDA CB1 - MOTTOX,REPUESTOS,MOTTOX,5.17,7.25,1
PEDA009,SN,PEDAL DE CAMBIOS LONCIN CR5 PRO / TUKO TK CR5-GT - MOTTOX,REPUESTOS,MOTTOX,7.14,10,0
06.124.0039,SN,PEDAL DE CAMBIOS NEGRO CHIEF II (2021);FAC.F370(19-23) - MOXAL,REPUESTOS,MOXAL,10.92,15.3,1
06.124.0002,SN,PEDAL DE CAMBIOS NEGRO GY200;ENDURO 200(2007);RANGER200GY8(10-19) - MOXAL,REPUESTOS,MOXAL,3,4.2,0
36DH4041,SN,PEDAL DE CAMBIOS PULSAR 180,REPUESTOS,NA,4.61,6.45,0
M03431,SN,PEDAL DE CAMBIOS SHINERAY CHIEFF II / FACTORY FR370 - MOTTOX,REPUESTOS,MOTTOX,7.36,10.3,2
PEDA014,SN,PEDAL DE CAMBIOS SHINERAY THOR 200 - MOTTOX,REPUESTOS,MOTTOX,4.5,6.3,3
M00145,SN,PEDAL DE CAMBIOS SKR200;M1R250 - MOTTOX,REPUESTOS,MOTTOX,3.93,5.51,1
06.124.0030,SN,PEDAL DE CAMBIOS SKR200S(2013);IGM.IM200VEGY4(17-24);MOT.M1R250(12-24) -MOXAL,REPUESTOS,MOXAL,3.46,4.85,0
M01259,SN,PEDAL DE CAMBIOS SUZUKI GN125-MOTTOX,REPUESTOS,MOTTOX,2.82,3.95,3
06.124.0036,SN,PEDAL DE CAMBIOS XY20018(2020);SHINERAY GP200(2020),REPUESTOS,MOXAL,7.49,10.5,1
PES00021,SN,PEDAL DE ESTACIONAMIENTO DAYTONA DY200WOLF - RCP-IDIRSA,REPUESTOS,IDIRSA,5.61,7.86,3
19122.104-GEN,SN,PEDAL DE ESTACIONAR BAJAJ PULSAR160NS/PULSAR200NS(JL113201)-MAGIATY,REPUESTOS,MAGIATY,9.89,13.85,2
R250-SP2606,SN,PEDAL DE FRENO C/SOPORTE SHINERAY SPORT II VORTEX(ORIGINAL)-MASSLINE,REPUESTOS,MASSLINE S.A,20.21,28.3,1
06.125.0006,SN,PEDAL DE FRENO GN125(2012) - MOXAL,REPUESTOS,MOXAL,0,5.5,0
06.125.0024,SN,PEDAL DE FRENO PLATEADO TKCR5GT(20-24);LON.LX25015(19-24)-MOXAL,REPUESTOS,MOXAL,8.75,12.25,0
06.125.0020,SN,PEDAL DE FRENO RAN.250GY50(16-21)-MOXAL,REPUESTOS,MOXAL,9.43,13.2,2
291120455-0001,SN,PEDAL DE FRENO TUKO CR5 250 GT (ORIGINAL) - TUKO,REPUESTOS,TUKO,10.71,15.01,0
003222,SN,PEDAL DE FRENO TUKO CR5 6V (ORIGINAL) - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,8.57,12.01,0
06.127.0009,SN,PERNO HEXAGONAL 9.6X64 - MOXAL,REPUESTOS,MOXAL,0.35,0.5,10
11108.103-GEN,SN,PERNOS DE CATALINA CON SEGURO BAJAJ PULSAR200NS - MAGIATY,REPUESTOS,MAGIATY,4.61,6.45,3
9088,SN,PIÑON 428/15D QUINGQI,REPUESTOS,NA,1.78,2.5,1
25111,SN,PIÑON 428H HONDA XR125 BROSS/NXR125-150 BROSS/CBF150/CB190 FINO (MOTO CHINA)15D-RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,1.78,2.5,1
25115,SN,PIÑON 428H HONDA XR125 BROSS/NXR125-150BROSS/CBF150/CB190FINO (MOTO CHINA)17D - RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,2.42,3.4,6
25036,SN,PIÑON 520H XL200/TEKKEN250/TRACKER250/NAZCA250/CRF230F(MOTO CHINA)FINO 13D - RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,2.49,3.5,2
25037,SN,PIÑON 520H XL200/TEKKEN250/TRACKER250/NAZCA250/CRF230F(MOTO CHINA)FINO 14D - RIFFEL,REPUESTOS,IMPORTADORA IMMER / RIFFEL,2.54,3.55,5
PNL00006,SN,PIÑON DE BARRA DE LEVAS Y CIGUEÑAL CB250 34-17(PARA CADENILLA)- RCP-IDIRSA,REPUESTOS,IDIRSA,5.35,7.5,1
65362,SN,PIÑON MOTOR AX100 420/14D - MOTOR 1,REPUESTOS,MOTOR 1,2.13,3,1
11105.127,SN,PIÑON MOTRIZ 13D HONDA TORNADO XR250-MAGIATY,REPUESTOS,MAGIATY,1.71,2.4,2
06.133.0019,SN,PIÑON MOTRIZ 428 13T XY1258(2009);HONDA CB120(12-14) - MOXAL,REPUESTOS,MOXAL,1.78,2.5,6
06.133.0007,SN,PIÑON MOTRIZ 428 15D 2H 4.60MM ACERO REFORZADO 1045 NEGRO PULSAR135LS - MOXAL,REPUESTOS,MOXAL,1.78,2.5,3
M00693,SN,PIÑON MOTRIZ 428 17D ACERO #1045 NRX-125 BRO ESTRIADO DELGADO - MOTTOX,REPUESTOS,MOTTOX,2.24,3.15,1
06.133.0034,SN,PIÑON MOTRIZ 428 17D NXR125BROS (2004) - MOXAL,REPUESTOS,MOXAL,2.24,3.15,1
9795,SN,PIÑON MOTRIZ 428 2 HUECOS CG125 15T,REPUESTOS,D MOTO,2.16,3.03,4
070590004-K031,SN,PIÑON MOTRIZ 428/14D GN125H,REPUESTOS,DK PARTS,2.15,3,1
9085,SN,PIÑON MOTRIZ 428/14T GN125,REPUESTOS,MOTO TEK / MUONER,1.42,2,1
06.133.0039,SN,PIÑON MOTRIZ 428H 14D ACERO REFORZADO 1045 PULIDO AX100 - MOXAL,REPUESTOS,MOXAL,1.78,2.5,3
PINO024,SN,PIÑON MOTRIZ 428H 14D SHINERAY XY200GY/M1R FX200/ICS150S - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,3
M00331,SN,PIÑON MOTRIZ 428H 14D XY200GY - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,1
06.133.0064,SN,PIÑON MOTRIZ 428H 14T 2 HUECOS PINT. 4.60MM ACERO REF. 1045/PULIDO PULSAR 135LS - MOXAL,REPUESTOS,MOXAL,1.78,2.5,2
